target,slug,county_name
King-Chavez Primary Academy,king-chavez-primary-academy,Los Angeles
Kings Canyon Joint Unified,kings-canyon-joint-unified,San Luis Obispo
Kings River Union Elementary,kings-river-union-elementary,Santa Cruz
Kings River-Hardwick Union Elementary,kings-river-hardwick-union-elementary,Santa Clara
Kingsburg Elementary Charter,kingsburg-elementary-charter,San Mateo
Kingsburg Joint Union High,kingsburg-joint-union-high,San Diego
KIPP Academy of Innovation,kipp-academy-of-innovation,Stanislaus
KIPP Academy of Opportunity,kipp-academy-of-opportunity,Los Angeles
KIPP Adelante Preparatory Academy,kipp-adelante-preparatory-academy,Sonoma
KIPP Bayview Academy,kipp-bayview-academy,Mono
KIPP Bridge Charter,kipp-bridge-charter,El Dorado
KIPP Comienza Community Prep,kipp-comienza-community-prep,Solano
KIPP Empower Academy,kipp-empower-academy,El Dorado
KIPP Heartwood Academy,kipp-heartwood-academy,Kings
KIPP Heritage Academy,kipp-heritage-academy,El Dorado
KIPP Iluminar Academy,kipp-iluminar-academy,Kern
KIPP King Collegiate High,kipp-king-collegiate-high,Los Angeles
KIPP Los Angeles College Preparatory,kipp-los-angeles-college-preparatory,Los Angeles
KIPP Philosophers Academy,kipp-philosophers-academy,Inyo
KIPP Prize Preparatory Academy,kipp-prize-preparatory-academy,Sonoma
KIPP Raices Academy,kipp-raices-academy,San Bernardino
KIPP San Francisco Bay Academy,kipp-san-francisco-bay-academy,San Joaquin
KIPP San Francisco College Preparatory,kipp-san-francisco-college-preparatory,Santa Cruz
KIPP San Jose Collegiate,kipp-san-jose-collegiate,Los Angeles
KIPP Scholar Academy,kipp-scholar-academy,Fresno
KIPP Sol Academy,kipp-sol-academy,Sonoma
KIPP Summit Academy,kipp-summit-academy,Inyo
KIPP Vida Preparatory Academy,kipp-vida-preparatory-academy,Sonoma
Kirkwood Elementary,kirkwood-elementary,Stanislaus
Kit Carson Union Elementary,kit-carson-union-elementary,Orange
Klamath River Early College of the Redwoods,klamath-river-early-college-of-the-redwoods,Siskiyou
Klamath River Union Elementary,klamath-river-union-elementary,El Dorado
Klamath-Trinity Joint Unified,klamath-trinity-joint-unified,Santa Clara
Kneeland Elementary,kneeland-elementary,Humboldt
Knights Ferry Elementary,knights-ferry-elementary,Placer
Knightsen Elementary,knightsen-elementary,Los Angeles
Knollwood Preparatory Academy,knollwood-preparatory-academy,Los Angeles
Knowledge Enlightens You (KEY) Academy,knowledge-enlightens-you-key-academy,Sacramento
Konocti Unified,konocti-unified,Los Angeles
La Canada Unified,la-canada-unified,Kern
La Habra City Elementary,la-habra-city-elementary,Los Angeles
La Honda-Pescadero Unified,la-honda-pescadero-unified,Riverside
La Mesa-Spring Valley,la-mesa-spring-valley,Merced
La Sierra High,la-sierra-high,Los Angeles
La Tijera K-8 Academy of Excellence,la-tijera-k-8-academy-of-excellence,Los Angeles
La Verne Science and Technology Charter,la-verne-science-and-technology-charter,Mendocino
La Vida Charter,la-vida-charter,Napa
Lafayette Elementary,lafayette-elementary,Sacramento
Laguna Beach Unified,laguna-beach-unified,San Joaquin
Laguna Joint Elementary,laguna-joint-elementary,Humboldt
Lagunita Elementary,lagunita-elementary,Mendocino
Lagunitas Elementary,lagunitas-elementary,Alameda
Lake County International Charter,lake-county-international-charter,Sonoma
Lake Elementary,lake-elementary,San Diego
Lake Elsinore Unified,lake-elsinore-unified,Alameda
Lake Tahoe Unified,lake-tahoe-unified,Contra Costa
Lakeport Unified,lakeport-unified,Colusa
Lakeside Joint Elementary,lakeside-joint-elementary,Sonoma
Lakeside Union Elementary,lakeside-union-elementary,Kern
Lakeside Union Elementary,lakeside-union-elementary,Los Angeles
Lakeside Union Elementary,lakeside-union-elementary,Los Angeles
Lammersville Joint Unified,lammersville-joint-unified,Del Norte
Lamont Elementary,lamont-elementary,Contra Costa
Lancaster Elementary,lancaster-elementary,Santa Clara
Larchmont Charter,larchmont-charter,Placer
Larkspur-Corte Madera,larkspur-corte-madera,Contra Costa
Las Lomitas Elementary,las-lomitas-elementary,Tulare
Las Virgenes Unified,las-virgenes-unified,Fresno
Lashon Academy,lashon-academy,Mono
Lassen Union High,lassen-union-high,Los Angeles
Lassen View Union Elementary,lassen-view-union-elementary,Tulare
Latino College Preparatory Academy,latino-college-preparatory-academy,Los Angeles
Laton Joint Unified,laton-joint-unified,Stanislaus
Latrobe Elementary,latrobe-elementary,Los Angeles
Laurel Preparatory Academy,laurel-preparatory-academy,San Diego
Laurel Tree Charter,laurel-tree-charter,San Luis Obispo
LaVerne Elementary Preparatory Academy,laverne-elementary-preparatory-academy,San Diego
Lawndale Elementary,lawndale-elementary,Los Angeles
Laytonville Unified,laytonville-unified,San Mateo
Lazear Charter Academy,lazear-charter-academy,Los Angeles
Le Grand Union Elementary,le-grand-union-elementary,Sonoma
Le Grand Union High,le-grand-union-high,Calaveras
Leadership High,leadership-high,Humboldt
Leadership Public Schools - Hayward,leadership-public-schools-hayward,Sonoma
Leadership Public Schools - San Jose,leadership-public-schools-san-jose,Ventura
Leadership Public Schools: Richmond,leadership-public-schools-richmond,San Diego
Learning Choice Academy,learning-choice-academy,Orange
Learning Community Charter,learning-community-charter,San Francisco
Learning for Life Charter,learning-for-life-charter,Humboldt
Learning Without Limits,learning-without-limits,Los Angeles
Learning Works,learning-works,Alameda
Leggett Valley Unified,leggett-valley-unified,Los Angeles
Lemon Grove Elementary,lemon-grove-elementary,Santa Clara
Lemoore Middle College High,lemoore-middle-college-high,Lassen
Lemoore Union Elementary,lemoore-union-elementary,Shasta
Lemoore Union High,lemoore-union-high,Stanislaus
Lemoore University Elementary Charter,lemoore-university-elementary-charter,Los Angeles
Lennox,lennox,Contra Costa
"Lennox Mathematics, Science and Technology Academy",lennox-mathematics-science-and-technology-academy,Placer
Leonardo da Vinci Health Sciences Charter,leonardo-da-vinci-health-sciences-charter,Contra Costa
Leroy Greene Academy,leroy-greene-academy,Los Angeles
Lewiston Elementary,lewiston-elementary,Contra Costa
Liberty Elementary,liberty-elementary,Humboldt
Liberty Elementary,liberty-elementary,Humboldt
Liberty Elementary,liberty-elementary,Yuba
Liberty Union High,liberty-union-high,San Bernardino
Life Learning Academy Charter,life-learning-academy-charter,Los Angeles
Life Source International Charter,life-source-international-charter,Sonoma
Lifeline Education Charter,lifeline-education-charter,Fresno
Lighthouse Community Charter,lighthouse-community-charter,Mendocino
Lighthouse Community Charter High,lighthouse-community-charter-high,Los Angeles
Lincoln Elementary,lincoln-elementary,Trinity
Lincoln Street,lincoln-street,Monterey
Lincoln Unified,lincoln-unified,Riverside
Linden Unified,linden-unified,Orange
Lindsay Unified,lindsay-unified,Kings
Linns Valley-Poso Flat Union,linns-valley-poso-flat-union,Kern
Linscott Charter,linscott-charter,San Diego
Literacy First Charter,literacy-first-charter,Fresno
Little Lake City Elementary,little-lake-city-elementary,Los Angeles
Little Shasta Elementary,little-shasta-elementary,Riverside
Live Oak Charter,live-oak-charter,Santa Cruz
Live Oak Elementary,live-oak-elementary,Mendocino
Live Oak Unified,live-oak-unified,Lake
Livermore Valley Charter,livermore-valley-charter,Alameda
Livermore Valley Charter Preparatory High,livermore-valley-charter-preparatory-high,Solano
Livermore Valley Joint Unified,livermore-valley-joint-unified,Los Angeles
Livingston Union,livingston-union,Kern
Lockhurst Drive Charter Elementary,lockhurst-drive-charter-elementary,Alameda
Lodi Unified,lodi-unified,Sacramento
Loleta Union Elementary,loleta-union-elementary,Merced
Loma Prieta Joint Union Elemen,loma-prieta-joint-union-elemen,San Mateo
Loma Vista Charter,loma-vista-charter,Marin
Loma Vista Immersion Academy,loma-vista-immersion-academy,Alameda
Lompoc Unified,lompoc-unified,Los Angeles
Lone Pine Unified,lone-pine-unified,San Joaquin
Long Beach Unified,long-beach-unified,Los Angeles
Long Valley Charter,long-valley-charter,Los Angeles
Loomis Basin Charter,loomis-basin-charter,San Joaquin
Loomis Union Elementary,loomis-union-elementary,Santa Barbara
Los Alamitos Unified,los-alamitos-unified,Riverside
Los Altos Elementary,los-altos-elementary,Kern
Los Angeles Academy of Arts & Enterprise Charter,los-angeles-academy-of-arts-and-enterprise-charter,Tuolumne
Los Angeles Big Picture High,los-angeles-big-picture-high,Imperial
Los Angeles County Online High,los-angeles-county-online-high,Los Angeles
Los Angeles International Charter High,los-angeles-international-charter-high,San Diego
Los Angeles Leadership Academy,los-angeles-leadership-academy,San Diego
Los Angeles Leadership Primary Academy,los-angeles-leadership-primary-academy,Kern
Los Angeles Unified,los-angeles-unified,Los Angeles
Los Banos Unified,los-banos-unified,Los Angeles
Los Feliz Charter School for the Arts,los-feliz-charter-school-for-the-arts,Orange
Los Gatos Union Elementary,los-gatos-union-elementary,Los Angeles
Los Gatos-Saratoga Joint Union High,los-gatos-saratoga-joint-union-high,Santa Barbara
Los Molinos Unified,los-molinos-unified,Los Angeles
Los Nietos,los-nietos,Fresno
Los Olivos Elementary,los-olivos-elementary,San Diego
Lost Hills Union Elementary,lost-hills-union-elementary,Sacramento
Lou Dantzler Preparatory Charter Elementary,lou-dantzler-preparatory-charter-elementary,Sacramento
Lou Dantzler Preparatory Charter Middle,lou-dantzler-preparatory-charter-middle,San Diego
Lowell Joint Elementary,lowell-joint-elementary,El Dorado
LPS Oakland R & D Campus,lps-oakland-r-and-d-campus,Los Angeles
Lucerne Elementary,lucerne-elementary,Mendocino
Lucerne Valley Unified,lucerne-valley-unified,Merced
Lucia Mar Unified,lucia-mar-unified,Los Angeles
Luis Valdez Leadership Academy,luis-valdez-leadership-academy,Stanislaus
Luther Burbank Elementary,luther-burbank-elementary,Los Angeles
Lynhaven Elementary,lynhaven-elementary,Los Angeles
Lynwood Unified,lynwood-unified,Fresno
MAAC Community Charter,maac-community-charter,Los Angeles
Madera Unified,madera-unified,Los Angeles
Magnolia Elementary,magnolia-elementary,Ventura
Magnolia Science Academy,magnolia-science-academy,Los Angeles
Magnolia Science Academy - Santa Ana,magnolia-science-academy-santa-ana,San Diego
Magnolia Science Academy 2,magnolia-science-academy-2,Mendocino
Magnolia Science Academy 3,magnolia-science-academy-3,Los Angeles
Magnolia Science Academy 4,magnolia-science-academy-4,Alameda
Magnolia Science Academy 5,magnolia-science-academy-5,Monterey
Magnolia Science Academy 6,magnolia-science-academy-6,Kern
Magnolia Science Academy 7,magnolia-science-academy-7,Lake
Magnolia Science Academy Bell,magnolia-science-academy-bell,Santa Clara
Magnolia Science Academy San Diego,magnolia-science-academy-san-diego,Ventura
Magnolia Science Academy Santa Clara,magnolia-science-academy-santa-clara,Los Angeles
Magnolia Union Elementary,magnolia-union-elementary,Del Norte
Making Waves Academy,making-waves-academy,Santa Clara
Mammoth Unified,mammoth-unified,San Diego
Manchester Union Elementary,manchester-union-elementary,Ventura
Manhattan Beach Unified,manhattan-beach-unified,Los Angeles
Manteca Unified,manteca-unified,Madera
Manteca Unified Vocational Academy,manteca-unified-vocational-academy,Stanislaus
Manzanita Elementary,manzanita-elementary,Lassen
Manzanita Middle,manzanita-middle,Orange
Manzanita Public Charter,manzanita-public-charter,Fresno
Maple Creek Elementary,maple-creek-elementary,Kern
Maple Elementary,maple-elementary,Tehama
Marcum-Illinois Union Elementary,marcum-illinois-union-elementary,Sonoma
Mare Island Technology Academy,mare-island-technology-academy,Santa Clara
Maria Montessori Charter Academy,maria-montessori-charter-academy,Los Angeles
Maricopa Unified,maricopa-unified,Los Angeles
Mariposa County Unified,mariposa-county-unified,Marin
Mark Twain Union Elementary,mark-twain-union-elementary,Shasta
Mark West Charter,mark-west-charter,Stanislaus
Mark West Union Elementary,mark-west-union-elementary,Kern
Marquez Charter,marquez-charter,Humboldt
Marshall Lane Elementary,marshall-lane-elementary,Los Angeles
Martinez Unified,martinez-unified,Ventura
Mary Collins Charter School at Cherry Valley,mary-collins-charter-school-at-cherry-valley,Butte
Marysville Charter Academy for the Arts,marysville-charter-academy-for-the-arts,Sonoma
Marysville Joint Unified,marysville-joint-unified,Placer
Math and Science College Preparatory,math-and-science-college-preparatory,Humboldt
Mattole Unified,mattole-unified,Mono
Mattole Valley Charter (#159),mattole-valley-charter-159,Tehama
Maxwell Unified,maxwell-unified,Solano
McCabe Union Elementary,mccabe-union-elementary,Santa Barbara
McCloud Union Elementary,mccloud-union-elementary,Alameda
McFarland Unified,mcfarland-unified,Los Angeles
McGill School of Success,mcgill-school-of-success,Mendocino
McKinleyville Union Elementary,mckinleyville-union-elementary,El Dorado
McKittrick Elementary,mckittrick-elementary,Lassen
McSwain Union Elementary,mcswain-union-elementary,Riverside
Meadows Arts and Technology Elementary,meadows-arts-and-technology-elementary,San Francisco
Meadows Union Elementary,meadows-union-elementary,Los Angeles
Mendocino Unified,mendocino-unified,Los Angeles
Mendota Unified,mendota-unified,Los Angeles
Menifee Union Elementary,menifee-union-elementary,Santa Barbara
Menlo Park City Elementary,menlo-park-city-elementary,Monterey
Merced City Elementary,merced-city-elementary,Fresno
Merced River Union Elementary,merced-river-union-elementary,Alameda
Merced Scholars Charter,merced-scholars-charter,Tuolumne
Merced Union High,merced-union-high,Monterey
Meridian Elementary,meridian-elementary,Mendocino
Mesa Union Elementary,mesa-union-elementary,Los Angeles
Method,method,Shasta
Metro Charter,metro-charter,Sonoma
Middletown Unified,middletown-unified,Los Angeles
Midway Elementary,midway-elementary,Mariposa
Mill Valley Elementary,mill-valley-elementary,Stanislaus
Millbrae Elementary,millbrae-elementary,Stanislaus
Millennium Charter,millennium-charter,San Diego
Millennium Charter High,millennium-charter-high,Sonoma
Millville Elementary,millville-elementary,Los Angeles
Milpitas Unified,milpitas-unified,Los Angeles
Minarets Charter High,minarets-charter-high,Tulare
Mirus Secondary,mirus-secondary,Los Angeles
Mission Preparatory,mission-preparatory,Los Angeles
Mission Union Elementary,mission-union-elementary,Placer
Mission View Public,mission-view-public,Imperial
MIT Academy,mit-academy,Los Angeles
Miwok Valley Language Academy Charter,miwok-valley-language-academy-charter,Fresno
Modesto City Elementary,modesto-city-elementary,San Diego
Modesto City High,modesto-city-high,San Joaquin
Modoc Joint Unified,modoc-joint-unified,Kern
Mojave River Academy,mojave-river-academy,Sonoma
Mojave Unified,mojave-unified,Marin
Monarch Learning Center,monarch-learning-center,Stanislaus
Monroe Elementary,monroe-elementary,San Francisco
Monroe Middle,monroe-middle,Sacramento
Monrovia Unified,monrovia-unified,Orange
Monsenor Oscar Romero Charter Middle,monsenor-oscar-romero-charter-middle,Placer
Monson-Sultana Joint Union Elementary,monson-sultana-joint-union-elementary,Mono
Montague Charter Academy,montague-charter-academy,El Dorado
Montague Elementary,montague-elementary,Yolo
Monte Rio Union Elementary,monte-rio-union-elementary,San Bernardino
Montebello Unified,montebello-unified,Contra Costa
Montecito Union Elementary,montecito-union-elementary,Los Angeles
Monterey Bay Charter,monterey-bay-charter,Nevada
Monterey County Home Charter,monterey-county-home-charter,Sacramento
Monterey Peninsula Unified,monterey-peninsula-unified,Yuba
Montgomery Elementary,montgomery-elementary,San Joaquin
Moorpark Unified,moorpark-unified,San Mateo
Moraga Elementary,moraga-elementary,Madera
Moreland,moreland,Tulare
Moreno Valley Community Learning Center,moreno-valley-community-learning-center,Shasta
Moreno Valley Unified,moreno-valley-unified,Orange
Morgan Hill Unified,morgan-hill-unified,Los Angeles
Morongo Unified,morongo-unified,Alameda
Morrice Schaefer Charter,morrice-schaefer-charter,Tuolumne
Morris E. Dailey Charter Elementary,morris-e-dailey-charter-elementary,San Luis Obispo
Mosaica Online Academy of Los Angeles,mosaica-online-academy-of-los-angeles,Siskiyou
Mosaica Online Academy of Southern California,mosaica-online-academy-of-southern-california,Sonoma
Mother Lode Union Elementary,mother-lode-union-elementary,Placer
Mountain Elementary,mountain-elementary,Inyo
Mountain Empire Unified,mountain-empire-unified,San Diego
Mountain Home Charter (Alternative),mountain-home-charter-alternative,Los Angeles
Mountain House Elementary,mountain-house-elementary,Stanislaus
Mountain Oaks,mountain-oaks,San Joaquin
Mountain Union Elementary,mountain-union-elementary,Sonoma
Mountain Valley Unified,mountain-valley-unified,Stanislaus
Mountain View Elementary,mountain-view-elementary,San Diego
Mountain View Elementary,mountain-view-elementary,Santa Clara
Mountain View Montessori Charter,mountain-view-montessori-charter,San Diego
Mountain View Whisman,mountain-view-whisman,Riverside
Mountain View-Los Altos Union High,mountain-view-los-altos-union-high,Kern
Mt. Baldy Joint Elementary,mt-baldy-joint-elementary,San Diego
Mt. Diablo Unified,mt-diablo-unified,Contra Costa
Mt. Lassen Charter,mt-lassen-charter,Los Angeles
Mt. Pleasant Elementary,mt-pleasant-elementary,Marin
Mt. Shasta Union Elementary,mt-shasta-union-elementary,Santa Barbara
Mueller Charter (Robert L.),mueller-charter-robert-l,Nevada
Muir Charter,muir-charter,Colusa
Mulberry Elementary,mulberry-elementary,Trinity
Multicultural Learning Center,multicultural-learning-center,Los Angeles
Mupu Elementary,mupu-elementary,Tuolumne
Muroc Joint Unified,muroc-joint-unified,Merced
Murrieta Valley Unified,murrieta-valley-unified,San Bernardino
Museum,museum,Inyo
N.E.W. Academy Canoga Park,new-academy-canoga-park,San Diego
N.E.W. Academy of Science and Arts,new-academy-of-science-and-arts,Los Angeles
Napa Valley Language Academy,napa-valley-language-academy,San Bernardino
Napa Valley Unified,napa-valley-unified,Sacramento
National Elementary,national-elementary,Fresno
National University Academy,national-university-academy,Contra Costa
National University Academy - Orange Center,national-university-academy-orange-center,Stanislaus
"National University Academy, Armona",national-university-academy-armona,Santa Cruz
Natomas Charter,natomas-charter,Riverside
Natomas Pacific Pathways Prep,natomas-pacific-pathways-prep,Sacramento
Natomas Pacific Pathways Prep Middle,natomas-pacific-pathways-prep-middle,Los Angeles
Natomas Unified,natomas-unified,Los Angeles
Nea Community Learning Center,nea-community-learning-center,Placer
Needles Unified,needles-unified,Yuba
Nestle Avenue Charter,nestle-avenue-charter,Modoc
Nestor Language Academy Charter,nestor-language-academy-charter,Madera
Nevada City Charter,nevada-city-charter,Lake
Nevada City Elementary,nevada-city-elementary,Los Angeles
Nevada City School of the Arts,nevada-city-school-of-the-arts,Tulare
Nevada Joint Union High,nevada-joint-union-high,Merced
New City,new-city,Los Angeles
New Day Academy,new-day-academy,Mendocino
New Designs Charter,new-designs-charter,Fresno
New Designs Charter School-Watts,new-designs-charter-school-watts,Los Angeles
New Haven Unified,new-haven-unified,Los Angeles
New Heights Charter,new-heights-charter,Los Angeles
New Hope Elementary,new-hope-elementary,San Diego
new Horizons Charter Academy,new-horizons-charter-academy,San Luis Obispo
New Jerusalem,new-jerusalem,Shasta
New Jerusalem Elementary,new-jerusalem-elementary,San Diego
New Joseph Bonnheim (NJB) Community Charter,new-joseph-bonnheim-njb-community-charter,Los Angeles
New Los Angeles Charter,new-los-angeles-charter,Los Angeles
New Millennium Secondary,new-millennium-secondary,Los Angeles
New Opportunities Charter,new-opportunities-charter,San Mateo
New Spirit Charter Academy,new-spirit-charter-academy,San Diego
New Technology High,new-technology-high,Alameda
New Village Girls Academy,new-village-girls-academy,Humboldt
New Vision Middle,new-vision-middle,San Diego
New West Charter,new-west-charter,Los Angeles
Newark Unified,newark-unified,Tulare
Newcastle Charter,newcastle-charter,San Diego
Newcastle Elementary,newcastle-elementary,Santa Barbara
Newhall,newhall,El Dorado
Newman-Crows Landing Unified,newman-crows-landing-unified,Kern
Newport-Mesa Unified,newport-mesa-unified,Los Angeles
Nicasio,nicasio,Sonoma
Nightingale Charter,nightingale-charter,Los Angeles
Nord Country,nord-country,Tulare
Norris Elementary,norris-elementary,San Diego
North County Joint Union Elementary,north-county-joint-union-elementary,San Diego
North County Trade Tech High,north-county-trade-tech-high,Placer
North Cow Creek Elementary,north-cow-creek-elementary,Los Angeles
North Monterey County Unified,north-monterey-county-unified,San Diego
North Oakland Community Charter,north-oakland-community-charter,Lassen
North Valley Military Institute College Preparatory Academy,north-valley-military-institute-college-preparatory-academy,Siskiyou
North Woods Discovery,north-woods-discovery,San Diego
Northcoast Preparatory and Performing Arts Academy,northcoast-preparatory-and-performing-arts-academy,San Joaquin
Northern Humboldt Union High,northern-humboldt-union-high,Los Angeles
Northern Summit Academy,northern-summit-academy,El Dorado
Northwest Prep Charter,northwest-prep-charter,Kern
Norton Space and Aeronautics Academy,norton-space-and-aeronautics-academy,Alameda
Norwalk-La Mirada Unified,norwalk-la-mirada-unified,San Diego
Nova Academy,nova-academy,Fresno
NOVA Academy - Coachella,nova-academy-coachella,San Bernardino
Novato Charter,novato-charter,Kern
Novato Unified,novato-unified,Tulare
Nuestro Elementary,nuestro-elementary,Ventura
Nueva Vista Language Academy,nueva-vista-language-academy,Santa Clara
Nuview Bridge Early College High,nuview-bridge-early-college-high,Los Angeles
Nuview Union Elementary,nuview-union-elementary,Kings
Oak Grove Elementary,oak-grove-elementary,San Bernardino
Oak Grove Elementary/Willowside Middle,oak-grove-elementary-willowside-middle,Los Angeles
Oak Grove Union Elementary,oak-grove-union-elementary,Trinity
Oak Park Preparatory Academy,oak-park-preparatory-academy,San Diego
Oak Park Unified,oak-park-unified,Shasta
Oak Run Elementary,oak-run-elementary,Tehama
Oak Valley Union Elementary,oak-valley-union-elementary,Tulare
Oak View Union Elementary,oak-view-union-elementary,Riverside
Oakdale Charter High,oakdale-charter-high,Kern
Oakdale Joint Unified,oakdale-joint-unified,San Bernardino
Oakland Charter Academy,oakland-charter-academy,Stanislaus
Oakland Charter High,oakland-charter-high,Los Angeles
"Oakland Military Institute, College Preparatory Academy",oakland-military-institute-college-preparatory-academy,Tulare
Oakland School for the Arts,oakland-school-for-the-arts,Calaveras
Oakland Unified,oakland-unified,San Joaquin
Oakland Unity High,oakland-unity-high,Monterey
Oakley Union Elementary,oakley-union-elementary,Sonoma
Oasis Charter Public,oasis-charter-public,Los Angeles
Ocean Charter,ocean-charter,San Bernardino
Ocean Grove Charter,ocean-grove-charter,San Bernardino
Ocean View,ocean-view,San Mateo
Ocean View Elementary,ocean-view-elementary,Los Angeles
Oceanside Unified,oceanside-unified,Santa Cruz
OCSA,ocsa,Mariposa
Odyssey Charter,odyssey-charter,Los Angeles
Ojai Unified,ojai-unified,San Joaquin
Old Adobe Elementary Charter,old-adobe-elementary-charter,San Diego
Old Adobe Union ,old-adobe-union-,Fresno
Old Town Academy K-8 Charter,old-town-academy-k-8-charter,Los Angeles
Olive Grove,olive-grove,San Mateo
Olivet Elementary Charter,olivet-elementary-charter,Los Angeles
one.Charter,onecharter,San Diego
Ontario-Montclair,ontario-montclair,Los Angeles
Open Charter Magnet,open-charter-magnet,Los Angeles
Opportunities for Learning - Baldwin Park,opportunities-for-learning-baldwin-park,Los Angeles
Opportunities for Learning - Baldwin Park II,opportunities-for-learning-baldwin-park-ii,Los Angeles
Opportunities for Learning - Capistrano,opportunities-for-learning-capistrano,Butte
Opportunities for Learning - Duarte,opportunities-for-learning-duarte,Trinity
Opportunities for Learning - Fresno,opportunities-for-learning-fresno,San Diego
Opportunities for Learning - Santa Clarita,opportunities-for-learning-santa-clarita,Tulare
Optimist Charter,optimist-charter,Shasta
Options for Youth San Gabriel,options-for-youth-san-gabriel,Colusa
Options for Youth-Burbank Charter,options-for-youth-burbank-charter,San Mateo
Options for Youth-San Bernardino,options-for-youth-san-bernardino,Los Angeles
Options for Youth-San Juan,options-for-youth-san-juan,San Diego
Options for Youth-Victorville Charter,options-for-youth-victorville-charter,San Diego
Orange Center,orange-center,Los Angeles
Orange County Conservation Corps Charter,orange-county-conservation-corps-charter,Stanislaus
Orange County Educational Arts Academy,orange-county-educational-arts-academy,Sacramento
Orange Unified,orange-unified,San Bernardino
Orchard Elementary,orchard-elementary,San Diego
Orchard View,orchard-view,Sonoma
Orcutt Academy Charter,orcutt-academy-charter,Riverside
Orcutt Union Elementary,orcutt-union-elementary,Sacramento
Orick Elementary,orick-elementary,San Benito
Orinda Union Elementary,orinda-union-elementary,San Diego
Orland Joint Unified,orland-joint-unified,San Diego
Oro Grande Elementary,oro-grande-elementary,Inyo
Oroville City Elementary,oroville-city-elementary,Marin
Oroville Union High,oroville-union-high,Imperial
Oscar De La Hoya Animo Charter High,oscar-de-la-hoya-animo-charter-high,San Joaquin
Our Community Charter,our-community-charter,Riverside
Outside Creek Elementary,outside-creek-elementary,San Joaquin
Owens Valley Unified,owens-valley-unified,Sonoma
Oxford Preparatory Academy,oxford-preparatory-academy,Los Angeles
Oxford Preparatory Academy - Chino Valley,oxford-preparatory-academy-chino-valley,Sonoma
Oxford Preparatory Academy - South Orange County,oxford-preparatory-academy-south-orange-county,Los Angeles
Oxnard,oxnard,Los Angeles
Oxnard Union High,oxnard-union-high,Stanislaus
Pacheco Union Elementary,pacheco-union-elementary,Fresno
Pacific Coast Charter,pacific-coast-charter,Lassen
Pacific Collegiate Charter,pacific-collegiate-charter,Los Angeles
Pacific Community Charter,pacific-community-charter,Nevada
Pacific Elementary,pacific-elementary,Nevada
Pacific Grove Unified,pacific-grove-unified,Kings
Pacific Law Academy,pacific-law-academy,San Bernardino
Pacific Union Elementary,pacific-union-elementary,San Bernardino
Pacific Union Elementary,pacific-union-elementary,San Diego
Pacific View Charter,pacific-view-charter,San Joaquin
Pacific View Charter,pacific-view-charter,Santa Clara
Pacifica,pacifica,San Mateo
Pacoima Charter Elementary,pacoima-charter-elementary,San Diego
Pajaro Valley Unified,pajaro-valley-unified,Contra Costa
Palermo Union Elementary,palermo-union-elementary,Marin
Palisades Charter Elementary,palisades-charter-elementary,Sacramento
Palisades Charter High,palisades-charter-high,Merced
Palm Desert Charter Middle,palm-desert-charter-middle,Kings
Palm Springs Unified,palm-springs-unified,Orange
Palmdale Aerospace Academy,palmdale-aerospace-academy,Sacramento
Palmdale Elementary,palmdale-elementary,San Diego
Palo Alto Unified,palo-alto-unified,San Bernardino
Palo Verde Unified,palo-verde-unified,Fresno
Palo Verde Union Elementary,palo-verde-union-elementary,Santa Clara
Palos Verdes Peninsula Unified,palos-verdes-peninsula-unified,Santa Clara
Panama Buena Vista Union Elementary,panama-buena-vista-union-elementary,Ventura
Panoche Elementary,panoche-elementary,Sonoma
Para Los Ninos - Evelyn Thurman Gratts Primary,para-los-ninos-evelyn-thurman-gratts-primary,Alameda
Para Los Ninos Charter,para-los-ninos-charter,Sonoma
Para Los Ninos Middle,para-los-ninos-middle,Los Angeles
Paradise Charter,paradise-charter,Butte
Paradise Charter Middle,paradise-charter-middle,Yolo
Paradise eLearning Academy,paradise-elearning-academy,Humboldt
Paradise Elementary,paradise-elementary,Monterey
Paradise Unified,paradise-unified,Alameda
Paragon Collegiate Academy,paragon-collegiate-academy,Sonoma
Paramount Academy,paramount-academy,Los Angeles
Paramount Unified,paramount-unified,Kern
Parlier Unified,parlier-unified,Kern
Partnerships for Student-Centered Learning,partnerships-for-student-centered-learning,Humboldt
Pasadena Rosebud Academy,pasadena-rosebud-academy,Santa Clara
Pasadena Rosebud Academy Middle,pasadena-rosebud-academy-middle,Sacramento
Pasadena Unified,pasadena-unified,Los Angeles
Paso Robles Joint Unified,paso-robles-joint-unified,San Diego
Pathways Charter,pathways-charter,Sonoma
Pathways Community,pathways-community,San Bernardino
Pathways to College,pathways-to-college,Alameda
Patterson Joint Unified,patterson-joint-unified,Los Angeles
Paul Revere Middle,paul-revere-middle,Kern
Peabody Charter,peabody-charter,Los Angeles
Peak to Peak Mountain Charter,peak-to-peak-mountain-charter,San Diego
Peninsula Union Elementary,peninsula-union-elementary,Nevada
Penn Valley Union Elementary,penn-valley-union-elementary,San Benito
Penngrove Elementary,penngrove-elementary,Sacramento
Perris Elementary,perris-elementary,Tulare
Perris Union High,perris-union-high,San Bernardino
Petaluma City Elementary,petaluma-city-elementary,Los Angeles
Petaluma Joint Union High,petaluma-joint-union-high,Monterey
Phoenix Academy,phoenix-academy,Marin
Piedmont City Unified,piedmont-city-unified,San Diego
